Utah Jazz,119,Golden State Warriors,79
Houston Rockets,105,Los Angeles Lakers,99
Boston Celtics,110,Brooklyn Nets,97
New York Knicks,110,Cleveland Cavaliers,98
Miami Heat,116,Toronto Raptors,109
Orlando Magic,101,Washington Wizards,92
Philadelphia,130,Milwaukee Bucks,95
Detroit Pistons,119,Chicago Bulls,87
Minnesota Timberwolves,112,Denver Nuggets,106
New Orleans Pelicans,122,San Antonio Spurs,98
Oklahoma City Thunder,137,Memphis Grizzlies,123
Los Angeles Lakers,115,Los Angeles Clippers,100
Portland Trail Blazers,102,Utah Jazz,93
Sacramento Kings,96,Houston Rockets,83
Toronto Raptors,114,Washington Wizards,106
Golden State Warriors,113,San Antonio Spurs,92
New Orleans Pelicans,97,Portland Trail Blazers,95
Philadelphia,130,Miami Heat,103
Boston Celtics,113,Milwaukee Bucks,107
Houston Rockets,104,Minnesota Timberwolves,101
Oklahoma City Thunder,116,Utah Jazz,108
Indiana Pacers,98,Cleveland Cavaliers,80
Golden State Warriors,116,San Antonio Spurs,101
Miami Heat,113,Philadelphia,103
Boston Celtics,120,Milwaukee Bucks,106
Toronto Raptors,130,Washington Wizards,119
New Orleans Pelicans,111,Portland Trail Blazers,102
Houston Rockets,102,Minnesota Timberwolves,82
Utah Jazz,102,Oklahoma City Thunder,95
Cleveland Cavaliers,100,Indiana Pacers,97
Golden State Warriors,110,San Antonio Spurs,97
New Orleans Pelicans,119,Portland Trail Blazers,102
Philadelphia,128,Miami Heat,108
Milwaukee Bucks,116,Boston Celtics,92
Washington Wizards,122,Toronto Raptors,103
Indiana Pacers,92,Cleveland Cavaliers,90
Minnesota Timberwolves,121,Houston Rockets,105
New Orleans Pelicans,131,Portland Trail Blazers,123
Philadelphia,106,Miami Heat,102
Utah Jazz,115,Oklahoma City Thunder,102
Milwaukee Bucks,104,Boston Celtics,102
Washington Wizards,106,Toronto Raptors,98
San Antonio Spurs,103,Golden State Warriors,90
Cleveland Cavaliers,104,Indiana Pacers,100
Houston Rockets,119,Minnesota Timberwolves,100
Utah Jazz,113,Oklahoma City Thunder,96
Boston Celtics,92,Milwaukee Bucks,87
Golden State Warriors,99,San Antonio Spurs,91
Philadelphia,104,Miami Heat,91
Houston Rockets,122,Minnesota Timberwolves,104
Toronto Raptors,108,Washington Wizards,98
Oklahoma City Thunder,107,Utah Jazz,99
Cleveland Cavaliers,98,Indiana Pacers,95
Milwaukee Bucks,97,Boston Celtics,86
Toronto Raptors,102,Washington Wizards,92
Utah Jazz,96,Oklahoma City Thunder,91
Indiana Pacers,121,Cleveland Cavaliers,87
Boston Celtics,112,Milwaukee Bucks,96
Golden State Warriors,123,New Orleans Pelicans,101
Cleveland Cavaliers,105,Indiana Pacers,101
Houston Rockets,110,Utah Jazz,96
Boston Celtics,117,Philadelphia,101
Golden State Warriors,121,New Orleans Pelicans,116
Cleveland Cavaliers,113,Toronto Raptors,112
Utah Jazz,116,Houston Rockets,108
Boston Celtics,108,Philadelphia,103
Cleveland Cavaliers,128,Toronto Raptors,110
Houston Rockets,113,Utah Jazz,92
New Orleans Pelicans,119,Golden State Warriors,100
Boston Celtics,101,Philadelphia,98
Cleveland Cavaliers,105,Toronto Raptors,103
Houston Rockets,100,Utah Jazz,87
Golden State Warriors,118,New Orleans Pelicans,92
Philadelphia,103,Boston Celtics,92
Cleveland Cavaliers,128,Toronto Raptors,93
Houston Rockets,112,Utah Jazz,102
Golden State Warriors,113,New Orleans Pelicans,104
Boston Celtics,114,Philadelphia,112
Boston Celtics,108,Cleveland Cavaliers,83
Golden State Warriors,119,Houston Rockets,106
Boston Celtics,107,Cleveland Cavaliers,94
Houston Rockets,127,Golden State Warriors,105
Cleveland Cavaliers,116,Boston Celtics,86
Golden State Warriors,126,Houston Rockets,85
Cleveland Cavaliers,111,Boston Celtics,102
Houston Rockets,95,Golden State Warriors,92
Boston Celtics,96,Cleveland Cavaliers,83
Houston Rockets,98,Golden State Warriors,94
Cleveland Cavaliers,109,Boston Celtics,99
Golden State Warriors,115,Houston Rockets,86
Cleveland Cavaliers,87,Boston Celtics,79
Golden State Warriors,101,Houston Rockets,92
Golden State Warriors,124,Cleveland Cavaliers,114
Golden State Warriors,122,Cleveland Cavaliers,103
Golden State Warriors,110,Cleveland Cavaliers,102
Golden State Warriors,108,Cleveland Cavaliers,85
